Domain Code,Domain,Country Code,Country,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
FBS,Food Balance Sheets,231,United States of America,5511,Production,2655,Wine,2013,2013,1000 tonnes,3217,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5611,Import Quantity,2655,Wine,2013,2013,1000 tonnes,1109,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5911,Export Quantity,2655,Wine,2013,2013,1000 tonnes,417,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5301,Domestic supply quantity,2655,Wine,2013,2013,1000 tonnes,3909,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5511,Production,2731,Bovine Meat,2013,2013,1000 tonnes,11719,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5611,Import Quantity,2731,Bovine Meat,2013,2013,1000 tonnes,1113,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5911,Export Quantity,2731,Bovine Meat,2013,2013,1000 tonnes,1245,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5301,Domestic supply quantity,2731,Bovine Meat,2013,2013,1000 tonnes,11587,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5511,Production,2732,Mutton & Goat Meat,2013,2013,1000 tonnes,73,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5611,Import Quantity,2732,Mutton & Goat Meat,2013,2013,1000 tonnes,85,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5911,Export Quantity,2732,Mutton & Goat Meat,2013,2013,1000 tonnes,4,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5301,Domestic supply quantity,2732,Mutton & Goat Meat,2013,2013,1000 tonnes,155,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5511,Production,2733,Pigmeat,2013,2013,1000 tonnes,10525,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5611,Import Quantity,2733,Pigmeat,2013,2013,1000 tonnes,493,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5911,Export Quantity,2733,Pigmeat,2013,2013,1000 tonnes,2289,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5301,Domestic supply quantity,2733,Pigmeat,2013,2013,1000 tonnes,8728,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5511,Production,2734,Poultry Meat,2013,2013,1000 tonnes,20085,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5611,Import Quantity,2734,Poultry Meat,2013,2013,1000 tonnes,101,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5911,Export Quantity,2734,Poultry Meat,2013,2013,1000 tonnes,4086,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5301,Domestic supply quantity,2734,Poultry Meat,2013,2013,1000 tonnes,16100,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5511,Production,2740,"Butter, Ghee",2013,2013,1000 tonnes,849,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5611,Import Quantity,2740,"Butter, Ghee",2013,2013,1000 tonnes,15,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5911,Export Quantity,2740,"Butter, Ghee",2013,2013,1000 tonnes,94,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5301,Domestic supply quantity,2740,"Butter, Ghee",2013,2013,1000 tonnes,770,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5511,Production,2743,Cream,2013,2013,1000 tonnes,23,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5611,Import Quantity,2743,Cream,2013,2013,1000 tonnes,6,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5911,Export Quantity,2743,Cream,2013,2013,1000 tonnes,10,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5301,Domestic supply quantity,2743,Cream,2013,2013,1000 tonnes,20,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5511,Production,2744,Eggs,2013,2013,1000 tonnes,5777,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5611,Import Quantity,2744,Eggs,2013,2013,1000 tonnes,11,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5911,Export Quantity,2744,Eggs,2013,2013,1000 tonnes,269,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5301,Domestic supply quantity,2744,Eggs,2013,2013,1000 tonnes,5519,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5511,Production,2848,Milk - Excluding Butter,2013,2013,1000 tonnes,91277,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5611,Import Quantity,2848,Milk - Excluding Butter,2013,2013,1000 tonnes,5235,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5911,Export Quantity,2848,Milk - Excluding Butter,2013,2013,1000 tonnes,10756,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5301,Domestic supply quantity,2848,Milk - Excluding Butter,2013,2013,1000 tonnes,87965,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5511,Production,2761,Freshwater Fish,2013,2013,1000 tonnes,730,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5611,Import Quantity,2761,Freshwater Fish,2013,2013,1000 tonnes,1429,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5911,Export Quantity,2761,Freshwater Fish,2013,2013,1000 tonnes,367,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5301,Domestic supply quantity,2761,Freshwater Fish,2013,2013,1000 tonnes,1793,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5511,Production,2762,Demersal Fish,2013,2013,1000 tonnes,2454,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5611,Import Quantity,2762,Demersal Fish,2013,2013,1000 tonnes,853,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5911,Export Quantity,2762,Demersal Fish,2013,2013,1000 tonnes,1282,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5301,Domestic supply quantity,2762,Demersal Fish,2013,2013,1000 tonnes,2025,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5511,Production,2763,Pelagic Fish,2013,2013,1000 tonnes,1182,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5611,Import Quantity,2763,Pelagic Fish,2013,2013,1000 tonnes,741,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5911,Export Quantity,2763,Pelagic Fish,2013,2013,1000 tonnes,646,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5301,Domestic supply quantity,2763,Pelagic Fish,2013,2013,1000 tonnes,1277,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5511,Production,2765,Crustaceans,2013,2013,1000 tonnes,413,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5611,Import Quantity,2765,Crustaceans,2013,2013,1000 tonnes,1490,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5911,Export Quantity,2765,Crustaceans,2013,2013,1000 tonnes,140,S,Standardized data
FBS,Food Balance Sheets,231,United States of America,5301,Domestic supply quantity,2765,Crustaceans,2013,2013,1000 tonnes,1763,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5611,Import Quantity,2511,Wheat and products,2013,2013,1000 tonnes,1884,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5911,Export Quantity,2511,Wheat and products,2013,2013,1000 tonnes,94,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5301,Domestic supply quantity,2511,Wheat and products,2013,2013,1000 tonnes,1790,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5511,Production,2805,Rice (Milled Equivalent),2013,2013,1000 tonnes,29374,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5611,Import Quantity,2805,Rice (Milled Equivalent),2013,2013,1000 tonnes,2,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5911,Export Quantity,2805,Rice (Milled Equivalent),2013,2013,1000 tonnes,6951,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5301,Domestic supply quantity,2805,Rice (Milled Equivalent),2013,2013,1000 tonnes,21391,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5511,Production,2514,Maize and products,2013,2013,1000 tonnes,5191,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5611,Import Quantity,2514,Maize and products,2013,2013,1000 tonnes,1500,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5911,Export Quantity,2514,Maize and products,2013,2013,1000 tonnes,1,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5301,Domestic supply quantity,2514,Maize and products,2013,2013,1000 tonnes,6690,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5611,Import Quantity,2520,"Cereals, Other",2013,2013,1000 tonnes,5,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5911,Export Quantity,2520,"Cereals, Other",2013,2013,1000 tonnes,0,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5301,Domestic supply quantity,2520,"Cereals, Other",2013,2013,1000 tonnes,5,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5511,Production,2531,Potatoes and products,2013,2013,1000 tonnes,313,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5611,Import Quantity,2531,Potatoes and products,2013,2013,1000 tonnes,85,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5911,Export Quantity,2531,Potatoes and products,2013,2013,1000 tonnes,2,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5301,Domestic supply quantity,2531,Potatoes and products,2013,2013,1000 tonnes,396,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5511,Production,2745,Honey,2013,2013,1000 tonnes,13,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5611,Import Quantity,2745,Honey,2013,2013,1000 tonnes,1,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5911,Export Quantity,2745,Honey,2013,2013,1000 tonnes,14,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5301,Domestic supply quantity,2745,Honey,2013,2013,1000 tonnes,0,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5511,Production,2546,Beans,2013,2013,1000 tonnes,169,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5911,Export Quantity,2546,Beans,2013,2013,1000 tonnes,1,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5301,Domestic supply quantity,2546,Beans,2013,2013,1000 tonnes,168,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5511,Production,2549,"Pulses, Other and products",2013,2013,1000 tonnes,134,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5611,Import Quantity,2549,"Pulses, Other and products",2013,2013,1000 tonnes,0,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5911,Export Quantity,2549,"Pulses, Other and products",2013,2013,1000 tonnes,1,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5301,Domestic supply quantity,2549,"Pulses, Other and products",2013,2013,1000 tonnes,133,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5511,Production,2551,Nuts and products,2013,2013,1000 tonnes,1117,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5611,Import Quantity,2551,Nuts and products,2013,2013,1000 tonnes,17,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5911,Export Quantity,2551,Nuts and products,2013,2013,1000 tonnes,1047,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5301,Domestic supply quantity,2551,Nuts and products,2013,2013,1000 tonnes,326,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5511,Production,2555,Soyabeans,2013,2013,1000 tonnes,168,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5611,Import Quantity,2555,Soyabeans,2013,2013,1000 tonnes,570,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5911,Export Quantity,2555,Soyabeans,2013,2013,1000 tonnes,16,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5301,Domestic supply quantity,2555,Soyabeans,2013,2013,1000 tonnes,722,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5511,Production,2560,Coconuts - Incl Copra,2013,2013,1000 tonnes,1304,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5611,Import Quantity,2560,Coconuts - Incl Copra,2013,2013,1000 tonnes,0,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5911,Export Quantity,2560,Coconuts - Incl Copra,2013,2013,1000 tonnes,137,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5301,Domestic supply quantity,2560,Coconuts - Incl Copra,2013,2013,1000 tonnes,1167,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5511,Production,2561,Sesame seed,2013,2013,1000 tonnes,33,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5611,Import Quantity,2561,Sesame seed,2013,2013,1000 tonnes,28,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5911,Export Quantity,2561,Sesame seed,2013,2013,1000 tonnes,2,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5301,Domestic supply quantity,2561,Sesame seed,2013,2013,1000 tonnes,59,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5611,Import Quantity,2563,Olives (including preserved),2013,2013,1000 tonnes,0,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5911,Export Quantity,2563,Olives (including preserved),2013,2013,1000 tonnes,0,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5301,Domestic supply quantity,2563,Olives (including preserved),2013,2013,1000 tonnes,0,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5511,Production,2578,Coconut Oil,2013,2013,1000 tonnes,155,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5611,Import Quantity,2578,Coconut Oil,2013,2013,1000 tonnes,2,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5911,Export Quantity,2578,Coconut Oil,2013,2013,1000 tonnes,2,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5301,Domestic supply quantity,2578,Coconut Oil,2013,2013,1000 tonnes,155,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5511,Production,2579,Sesameseed Oil,2013,2013,1000 tonnes,5,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5911,Export Quantity,2579,Sesameseed Oil,2013,2013,1000 tonnes,2,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5301,Domestic supply quantity,2579,Sesameseed Oil,2013,2013,1000 tonnes,4,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5611,Import Quantity,2580,Olive Oil,2013,2013,1000 tonnes,0,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5301,Domestic supply quantity,2580,Olive Oil,2013,2013,1000 tonnes,0,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5511,Production,2602,Onions,2013,2013,1000 tonnes,330,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5611,Import Quantity,2602,Onions,2013,2013,1000 tonnes,170,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5911,Export Quantity,2602,Onions,2013,2013,1000 tonnes,4,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5301,Domestic supply quantity,2602,Onions,2013,2013,1000 tonnes,496,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5511,Production,2605,"Vegetables, Other",2013,2013,1000 tonnes,14646,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5611,Import Quantity,2605,"Vegetables, Other",2013,2013,1000 tonnes,168,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5911,Export Quantity,2605,"Vegetables, Other",2013,2013,1000 tonnes,302,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5301,Domestic supply quantity,2605,"Vegetables, Other",2013,2013,1000 tonnes,14512,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5611,Import Quantity,2612,"Lemons, Limes and products",2013,2013,1000 tonnes,0,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5911,Export Quantity,2612,"Lemons, Limes and products",2013,2013,1000 tonnes,1,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5301,Domestic supply quantity,2612,"Lemons, Limes and products",2013,2013,1000 tonnes,0,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5511,Production,2620,Grapes and products (excl wine),2013,2013,1000 tonnes,19,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5611,Import Quantity,2620,Grapes and products (excl wine),2013,2013,1000 tonnes,38,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5301,Domestic supply quantity,2620,Grapes and products (excl wine),2013,2013,1000 tonnes,57,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5511,Production,2625,"Fruits, Other",2013,2013,1000 tonnes,3658,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5611,Import Quantity,2625,"Fruits, Other",2013,2013,1000 tonnes,412,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5911,Export Quantity,2625,"Fruits, Other",2013,2013,1000 tonnes,778,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5301,Domestic supply quantity,2625,"Fruits, Other",2013,2013,1000 tonnes,3292,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5511,Production,2640,Pepper,2013,2013,1000 tonnes,163,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5911,Export Quantity,2640,Pepper,2013,2013,1000 tonnes,133,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5301,Domestic supply quantity,2640,Pepper,2013,2013,1000 tonnes,30,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5511,Production,2641,Pimento,2013,2013,1000 tonnes,93,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5911,Export Quantity,2641,Pimento,2013,2013,1000 tonnes,2,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5301,Domestic supply quantity,2641,Pimento,2013,2013,1000 tonnes,91,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5511,Production,2645,"Spices, Other",2013,2013,1000 tonnes,26,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5611,Import Quantity,2645,"Spices, Other",2013,2013,1000 tonnes,75,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5911,Export Quantity,2645,"Spices, Other",2013,2013,1000 tonnes,30,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5301,Domestic supply quantity,2645,"Spices, Other",2013,2013,1000 tonnes,71,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5611,Import Quantity,2655,Wine,2013,2013,1000 tonnes,12,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5301,Domestic supply quantity,2655,Wine,2013,2013,1000 tonnes,12,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5511,Production,2731,Bovine Meat,2013,2013,1000 tonnes,379,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5611,Import Quantity,2731,Bovine Meat,2013,2013,1000 tonnes,303,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5911,Export Quantity,2731,Bovine Meat,2013,2013,1000 tonnes,0,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5301,Domestic supply quantity,2731,Bovine Meat,2013,2013,1000 tonnes,682,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5511,Production,2732,Mutton & Goat Meat,2013,2013,1000 tonnes,8,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5611,Import Quantity,2732,Mutton & Goat Meat,2013,2013,1000 tonnes,5,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5301,Domestic supply quantity,2732,Mutton & Goat Meat,2013,2013,1000 tonnes,13,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5511,Production,2733,Pigmeat,2013,2013,1000 tonnes,3218,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5611,Import Quantity,2733,Pigmeat,2013,2013,1000 tonnes,1,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5911,Export Quantity,2733,Pigmeat,2013,2013,1000 tonnes,10,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5301,Domestic supply quantity,2733,Pigmeat,2013,2013,1000 tonnes,3209,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5511,Production,2734,Poultry Meat,2013,2013,1000 tonnes,633,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5611,Import Quantity,2734,Poultry Meat,2013,2013,1000 tonnes,500,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5911,Export Quantity,2734,Poultry Meat,2013,2013,1000 tonnes,0,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5301,Domestic supply quantity,2734,Poultry Meat,2013,2013,1000 tonnes,1133,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5611,Import Quantity,2740,"Butter, Ghee",2013,2013,1000 tonnes,21,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5301,Domestic supply quantity,2740,"Butter, Ghee",2013,2013,1000 tonnes,21,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5611,Import Quantity,2743,Cream,2013,2013,1000 tonnes,1,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5301,Domestic supply quantity,2743,Cream,2013,2013,1000 tonnes,1,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5511,Production,2744,Eggs,2013,2013,1000 tonnes,378,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5611,Import Quantity,2744,Eggs,2013,2013,1000 tonnes,0,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5911,Export Quantity,2744,Eggs,2013,2013,1000 tonnes,2,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5301,Domestic supply quantity,2744,Eggs,2013,2013,1000 tonnes,376,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5511,Production,2848,Milk - Excluding Butter,2013,2013,1000 tonnes,487,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5611,Import Quantity,2848,Milk - Excluding Butter,2013,2013,1000 tonnes,1041,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5911,Export Quantity,2848,Milk - Excluding Butter,2013,2013,1000 tonnes,13,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5301,Domestic supply quantity,2848,Milk - Excluding Butter,2013,2013,1000 tonnes,1515,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5511,Production,2761,Freshwater Fish,2013,2013,1000 tonnes,2220,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5611,Import Quantity,2761,Freshwater Fish,2013,2013,1000 tonnes,16,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5911,Export Quantity,2761,Freshwater Fish,2013,2013,1000 tonnes,1148,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5301,Domestic supply quantity,2761,Freshwater Fish,2013,2013,1000 tonnes,1187,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5611,Import Quantity,2762,Demersal Fish,2013,2013,1000 tonnes,6,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5911,Export Quantity,2762,Demersal Fish,2013,2013,1000 tonnes,0,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5301,Domestic supply quantity,2762,Demersal Fish,2013,2013,1000 tonnes,6,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5511,Production,2763,Pelagic Fish,2013,2013,1000 tonnes,53,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5611,Import Quantity,2763,Pelagic Fish,2013,2013,1000 tonnes,102,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5911,Export Quantity,2763,Pelagic Fish,2013,2013,1000 tonnes,65,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5301,Domestic supply quantity,2763,Pelagic Fish,2013,2013,1000 tonnes,89,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5511,Production,2765,Crustaceans,2013,2013,1000 tonnes,761,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5611,Import Quantity,2765,Crustaceans,2013,2013,1000 tonnes,35,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5911,Export Quantity,2765,Crustaceans,2013,2013,1000 tonnes,538,S,Standardized data
FBS,Food Balance Sheets,237,Viet Nam,5301,Domestic supply quantity,2765,Crustaceans,2013,2013,1000 tonnes,259,S,Standardized data
FBS,Food Balance Sheets,351,China,5511,Production,2511,Wheat and products,2013,2013,1000 tonnes,121931,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,351,China,5611,Import Quantity,2511,Wheat and products,2013,2013,1000 tonnes,7572,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,351,China,5911,Export Quantity,2511,Wheat and products,2013,2013,1000 tonnes,713,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,351,China,5301,Domestic supply quantity,2511,Wheat and products,2013,2013,1000 tonnes,126956,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,351,China,5511,Production,2805,Rice (Milled Equivalent),2013,2013,1000 tonnes,136873,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,351,China,5611,Import Quantity,2805,Rice (Milled Equivalent),2013,2013,1000 tonnes,2714,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,351,China,5911,Export Quantity,2805,Rice (Milled Equivalent),2013,2013,1000 tonnes,565,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,351,China,5301,Domestic supply quantity,2805,Rice (Milled Equivalent),2013,2013,1000 tonnes,135024,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,351,China,5511,Production,2514,Maize and products,2013,2013,1000 tonnes,218624,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,351,China,5611,Import Quantity,2514,Maize and products,2013,2013,1000 tonnes,7407,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,351,China,5911,Export Quantity,2514,Maize and products,2013,2013,1000 tonnes,252,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,351,China,5301,Domestic supply quantity,2514,Maize and products,2013,2013,1000 tonnes,217262,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,351,China,5511,Production,2520,"Cereals, Other",2013,2013,1000 tonnes,1249,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,351,China,5611,Import Quantity,2520,"Cereals, Other",2013,2013,1000 tonnes,96,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,351,China,5911,Export Quantity,2520,"Cereals, Other",2013,2013,1000 tonnes,104,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,351,China,5301,Domestic supply quantity,2520,"Cereals, Other",2013,2013,1000 tonnes,1240,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,351,China,5511,Production,2531,Potatoes and products,2013,2013,1000 tonnes,95988,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,351,China,5611,Import Quantity,2531,Potatoes and products,2013,2013,1000 tonnes,1172,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,351,China,5911,Export Quantity,2531,Potatoes and products,2013,2013,1000 tonnes,441,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,351,China,5301,Domestic supply quantity,2531,Potatoes and products,2013,2013,1000 tonnes,96719,A,"Aggregate, may include official, semi-official, estimated or calculated data"
